year,equipment_type,unit_name,unit_count
2007,armoured fighting vehicles,AMX-30,614
2007,armoured fighting vehicles,ERC-90F4 Sagaie,192
2007,armoured fighting vehicles,Leclerc,312
2007,armoured fighting vehicles,VAB,3906
2007,armoured fighting vehicles,VAB BOA,61
2007,armoured fighting vehicles,VAB Eryx,172
2007,armoured fighting vehicles,VAB HOT,134
2007,armoured fighting vehicles,VAB Milan,113
2007,armoured fighting vehicles,VAB NBC,27
2007,armoured fighting vehicles,VBL M-11,1280
2007,artillery,20mm,0
2007,artillery,76T2,0
2007,artillery,AU-F-1,261
2007,artillery,CAESAR,5
2007,artillery,MIM-23B,26
2007,artillery,MIM-23B I-HAWK,0
2007,artillery,MLRS,55
2007,artillery,RT-Fl,361
2007,artillery,TR-F-1,105
2007,artillery,NA,0
2007,helicopters,(tpt/VIP),3
2007,helicopters,AS-332 Super Puma,7
2007,helicopters,AS-355 Ecureuil,6
2007,helicopters,AS-365 Dauphin 2,9
2007,helicopters,AS-532 Cougar,24
2007,helicopters,AS-532 Cougar (tpt/VIP),0
2007,helicopters,AS-532 Horizon,4
2007,helicopters,AS-555 Fennec,42
2007,helicopters,AS-665 Tiger,2
2007,helicopters,AS332 Super Puma,0
2007,helicopters,AS332C Super Puma,0
2007,helicopters,AS332L Super Puma,0
2007,helicopters,AS365 Dauphin 2,4
2007,helicopters,AS36SN/F/SP Dauphin 2,0
2007,helicopters,AS36SN3,0
2007,helicopters,AS532UL Cougar (tpt/VIP),0
2007,helicopters,AS555 Fennec,0
2007,helicopters,ASS6SSA Panther,0
2007,helicopters,EC 725 Cougar MKII,6
2007,helicopters,EC120 Colibri,5
2007,helicopters,EC22S Super Puma,0
2007,helicopters,EC725 Caracal,0
2007,helicopters,SA-321 Super Frelon,5
2007,helicopters,SA-330 Puma,135
2007,helicopters,SA-342M Gazelle,276
2007,helicopters,SA319B Alouette III,0
2007,helicopters,SA330B Puma,0
2007,logistics and support,Durance,4
2007,logistics and support,Glycine,2
2007,logistics and support,Jules Verne,1
2007,logistics and support,Telenn Mor,0
2007,logistics and support,NA,12
2007,mine warfare,Antares,3
2007,mine warfare,Eridan,13
2007,mine warfare,Loire,1
2007,mine warfare,Vulcain,4
2007,patrol and coastal combatants,Albatros,1
2007,patrol and coastal combatants,Albatros (Public Service Force),1
2007,patrol and coastal combatants,Arago,1
2007,patrol and coastal combatants,Athos,0
2007,patrol and coastal combatants,Flamant,6
2007,patrol and coastal combatants,Grebe,1
2007,patrol and coastal combatants,L'Audacieuse,10
2007,patrol and coastal combatants,Leopard (Instruction),8
2007,patrol and coastal combatants,Patra,0
2007,patrol and coastal combatants,Stellis,0
2007,patrol and coastal combatants,Stene,1
2007,patrol and coastal combatants,Sterne,1
2007,principal surface combatants,Cassard,2
2007,principal surface combatants,Charles de Gaulle,1
2007,principal surface combatants,D'Estienne d'Orves,9
2007,principal surface combatants,Floreal,6
2007,principal surface combatants,Forbin,1
2007,principal surface combatants,Georges Leygues,7
2007,principal surface combatants,Jeanne d'Arc,1
2007,principal surface combatants,La Fayette,5
2007,principal surface combatants,Suffren,1
2007,principal surface combatants,Tourville,2
2007,radars,Cobra,10
2007,radars,Helios,0
2007,radars,Helios (1A/2A/2B),0
2007,radars,Helios-2A (Creil),0
2007,radars,Pleiades,0
2007,radars,RASIT,28
2007,radars,RASIT/RATAC,0
2007,radars,RATAC,46
2007,radars,STRIDA,0
2007,radars,Spirale,0
2007,radars,Syracuse-3,0
2007,radars,NA,0
2007,submarines,L'Inflexible,2
2007,submarines,Le Triomphant,6
2007,submarines,Rubis,6
2007,surface-to-surface missile launchers,ASPIC,0
2007,surface-to-surface missile launchers,Crotale,0
2007,surface-to-surface missile launchers,Crotale 3000,0
2007,surface-to-surface missile launchers,Crotale NG,0
2007,surface-to-surface missile launchers,Mistral,331
2007,surface-to-surface missile launchers,Roland II / Roland I,98
2007,surface-to-surface missile launchers,SAMP/T,0
2007,surface-to-surface missile launchers,SATCP,0
2007,surface-to-surface missile launchers,VAB Milan,1195
2007,unmanned aerial vehicles,CL289 (AN/USD502),50
2007,unmanned aerial vehicles,Eagle I,0
2007,unmanned aerial vehicles,SDTI,18
2007,unmanned aerial vehicles,Sperwer,0
2008,air-launched missiles,AASM,0
2008,air-launched missiles,AM-39 Exocet,0
2008,air-launched missiles,AS 30 Laser,0
2008,air-launched missiles,AS-30 Laser,0
2008,air-launched missiles,AS-30L,0
2008,air-launched missiles,AS-30L HOT,0
2008,air-launched missiles,ASMP,0
2008,air-launched missiles,ASMP-A,0
2008,air-launched missiles,Apache,0
2008,air-launched missiles,MICA,0
2008,air-launched missiles,Mica IR,0
2008,air-launched missiles,Mica RF,0
2008,air-launched missiles,R-530F1,0
2008,air-launched missiles,R-550 Magic,0
2008,air-launched missiles,R-550 Magic 2,0
2008,air-launched missiles,SCALP,0
2008,air-launched missiles,Storm Shadow,0
2008,air-launched missiles,Super 530D,0
2008,aircraft,A-319 (VIP),2
2008,aircraft,A310-300,3
2008,aircraft,A319,0
2008,aircraft,A330,0
2008,aircraft,A340-200,2
2008,aircraft,A400M Atlas,0
2008,aircraft,Alpha Jet,113
2008,aircraft,Atlantique 2,28
2008,aircraft,C-130H Hercules,5
2008,aircraft,C-130H-30 Hercules,9
2008,aircraft,C-135FR,11
2008,aircraft,C-160 Transall,42
2008,aircraft,C-160G Gabriel (ESM),2
2008,aircraft,C-160R Transall,0
2008,aircraft,CAP 10,13
2008,aircraft,CN-235M,20
2008,aircraft,CN-235M-100,0
2008,aircraft,CN-235M-300,0
2008,aircraft,DHC-6 Twin Otter,5
2008,aircraft,DHC-6-300 Twin Otter,0
2008,aircraft,E-2C Hawkeye,3
2008,aircraft,E-3F Sentry,4
2008,aircraft,EMB-121 Xingu,42
2008,aircraft,EMB-121Xingu,0
2008,aircraft,EMB-312 Tucano,47
2008,aircraft,F1-B Mirage,10
2008,aircraft,F1CR Mirage,43
2008,aircraft,Falcon 10MER,6
2008,aircraft,Falcon 200 Gardian,5
2008,aircraft,Falcon 2000,0
2008,aircraft,Falcon 20H Gardian,0
2008,aircraft,Falcon 50,0
2008,aircraft,Falcon 50 (VIP),4
2008,aircraft,Falcon 50M,4
2008,aircraft,Falcon 50MS,0
2008,aircraft,Falcon 7X,0
2008,aircraft,Falcon 900 (VIP),2
2008,aircraft,Grob G120A-F,18
2008,aircraft,KC-135 Stratotanker,3
2008,aircraft,M-2000B Mirage,40
2008,aircraft,MS-880 Rallye,9
2008,aircraft,Mirage 2000-5,32
2008,aircraft,Mirage 2000B,0
2008,aircraft,Mirage 2000C,65
2008,aircraft,Mystere 20,3
2008,aircraft,N-262 Fregate,18
2008,aircraft,PC-6B Turbo Porter,5
2008,aircraft,Rafale F2B,27
2008,aircraft,Rafale F2C,8
2008,aircraft,Rafale M F1,10
2008,aircraft,Rafale M F2,16
2008,aircraft,Rafale M F3,0
2008,aircraft,Super Etendard,24
2008,aircraft,TB-30 Epsilon,138
2008,aircraft,TBM-700,25
2008,aircraft,Transall C-160NG,15
2008,amphibious,Batral,4
2008,amphibious,Foudre,2
2008,amphibious,Mistral,2
2008,amphibious,NA,19
2008,anti-tank and anti-infrastructure,AT-4,0
2008,armoured fighting vehicles,AMX-10P/PC,601
2008,armoured fighting vehicles,AMX-10RC,337
2008,armoured fighting vehicles,AMX-30,614
2008,armoured fighting vehicles,ERC-90F4 Sagaie,192
2008,armoured fighting vehicles,Leclerc,354
2008,armoured fighting vehicles,VAB,3906
2008,armoured fighting vehicles,VAB BOA,61
2008,armoured fighting vehicles,VAB Eryx,172
2008,armoured fighting vehicles,VAB HOT,134
2008,armoured fighting vehicles,VAB Milan,113
2008,armoured fighting vehicles,VAB NBC,27
2008,armoured fighting vehicles,VBL M-11,1280
2008,artillery,20mm,0
2008,artillery,76T2,0
2008,artillery,AU-F-1,261
2008,artillery,CAESAR,5
2008,artillery,MIM-23B,0
2008,artillery,MIM-23B I-HAWK,26
2008,artillery,MLRS,55
2008,artillery,RT-Fl,361
2008,artillery,TR-F-1,105
2008,artillery,NA,0
2008,helicopters,(tpt/VIP),3
2008,helicopters,AS-332 Super Puma,7
2008,helicopters,AS-355 Ecureuil,6
2008,helicopters,AS-365 Dauphin 2,9
2008,helicopters,AS-532 Cougar,24
2008,helicopters,AS-532 Cougar (tpt/VIP),0
2008,helicopters,AS-532 Horizon,4
2008,helicopters,AS-555 Fennec,42
2008,helicopters,AS-665 Tiger,2
2008,helicopters,AS332 Super Puma,0
2008,helicopters,AS332C Super Puma,0
2008,helicopters,AS332L Super Puma,0
2008,helicopters,AS365 Dauphin 2,4
2008,helicopters,AS36SN/F/SP Dauphin 2,0
2008,helicopters,AS36SN3,0
2008,helicopters,AS532UL Cougar (tpt/VIP),0
2008,helicopters,AS555 Fennec,0
2008,helicopters,ASS6SSA Panther,0
2008,helicopters,EC 725 Cougar MKII,6
2008,helicopters,EC120 Colibri,5
2008,helicopters,EC22S Super Puma,0
2008,helicopters,EC725 Caracal,0
2008,helicopters,SA-321 Super Frelon,8
2008,helicopters,SA-330 Puma,135
2008,helicopters,SA-342M Gazelle,276
2008,helicopters,SA319B Alouette III,0
2008,helicopters,SA330B Puma,0
2008,logistics and support,Durance,4
2008,logistics and support,Glycine,0
2008,logistics and support,Jules Verne,1
2008,logistics and support,Telenn Mor,0
2008,logistics and support,NA,37
2008,mine warfare,Antares,3
2008,mine warfare,Eridan,13
2008,mine warfare,Loire,1
2008,mine warfare,Vulcain,4
2008,patrol and coastal combatants,Albatros,1
2008,patrol and coastal combatants,Arago,1
2008,patrol and coastal combatants,Flamant,3
2008,patrol and coastal combatants,Grebe,1
2008,patrol and coastal combatants,L'Audacieuse,10
2008,patrol and coastal combatants,Leopard (TRG),8
2008,patrol and coastal combatants,Stene,1
2008,patrol and coastal combatants,Sterne,0
2008,principal surface combatants,Cassard,2
2008,principal surface combatants,Charles de Gaulle,1
2008,principal surface combatants,D'Estienne d'Orves,9
2008,principal surface combatants,Floreal,6
2008,principal surface combatants,Forbin,1
2008,principal surface combatants,Georges Leygues,7
2008,principal surface combatants,Jeanne d'Arc,1
2008,principal surface combatants,La Fayette,5
2008,principal surface combatants,Suffren,1
2008,principal surface combatants,Tourville,2
2008,radars,Cobra,10
2008,radars,Helios,0
2008,radars,Helios (1A/2A/2B),0
2008,radars,Helios-2A (Creil),1
2008,radars,Pleiades,0
2008,radars,RASIT,28
2008,radars,RASIT/RATAC,0
2008,radars,RATAC,46
2008,radars,STRIDA,0
2008,radars,Spirale,0
2008,radars,Syracuse-3,0
2008,radars,NA,1
2008,submarines,L'Inflexible,2
2008,submarines,Le Triomphant,6
2008,submarines,Rubis,6
2008,surface-to-surface missile launchers,ASPIC,0
2008,surface-to-surface missile launchers,Crotale,0
2008,surface-to-surface missile launchers,Crotale 3000,0
2008,surface-to-surface missile launchers,Crotale NG,0
2008,surface-to-surface missile launchers,Mistral,331
2008,surface-to-surface missile launchers,Roland II / Roland I,98
2008,surface-to-surface missile launchers,SAMP/T,0
2008,surface-to-surface missile launchers,SATCP,0
2008,surface-to-surface missile launchers,VAB Milan,0
2008,unmanned aerial vehicles,CL289 (AN/USD502),54
2008,unmanned aerial vehicles,Eagle I,12
2008,unmanned aerial vehicles,SDTI,18
2008,unmanned aerial vehicles,Sperwer,18
2009,air-launched missiles,AASM,0
2009,air-launched missiles,AM-39 Exocet,0
2009,air-launched missiles,AS 30 Laser,0
2009,air-launched missiles,AS-30 Laser,0
2009,air-launched missiles,AS-30L,0
2009,air-launched missiles,ASMP,0
2009,air-launched missiles,ASMP-A,0
2009,air-launched missiles,Apache,0
2009,air-launched missiles,MICA,0
2009,air-launched missiles,Mica IR,0
2009,air-launched missiles,Mica RF,0
2009,air-launched missiles,R-550 Magic 2,0
2009,air-launched missiles,SCALP,0
2009,air-launched missiles,Super 530D,0
2009,aircraft,A-319 (VIP),2
2009,aircraft,A310-300,3
2009,aircraft,A319,0
2009,aircraft,A330,0
2009,aircraft,A340-200,2
2009,aircraft,A400M Atlas,0
2009,aircraft,Alpha Jet,91
2009,aircraft,Atlantique 2,27
2009,aircraft,C-130H Hercules,5
2009,aircraft,C-130H-30 Hercules,9
2009,aircraft,C-135FR,11
2009,aircraft,C-160 Transall,42
2009,aircraft,C-160G Gabriel (ESM),2
2009,aircraft,C-160R Transall,0
2009,aircraft,CAP 10,13
2009,aircraft,CN-235M,20
2009,aircraft,CN-235M-100,0
2009,aircraft,CN-235M-300,0
2009,aircraft,DHC-6 Twin Otter,5
2009,aircraft,DHC-6-300 Twin Otter,0
2009,aircraft,E-2C Hawkeye,3
2009,aircraft,E-3F Sentry,4
2009,aircraft,EMB-121 Xingu,34
2009,aircraft,EMB-121Xingu,0
2009,aircraft,EMB-312 Tucano,25
2009,aircraft,F1-B Mirage,8
2009,aircraft,F1CR Mirage,39
2009,aircraft,F3,0
2009,aircraft,Falcon 10MER,6
2009,aircraft,Falcon 200 Gardian,5
2009,aircraft,Falcon 2000,0
2009,aircraft,Falcon 20H Gardian,0
2009,aircraft,Falcon 50,0
2009,aircraft,Falcon 50 (VIP),4
2009,aircraft,Falcon 50M,4
2009,aircraft,Falcon 50MS,0
2009,aircraft,Falcon 7X,0
2009,aircraft,Falcon 900 (VIP),2
2009,aircraft,Grob G120A-F,18
2009,aircraft,KC-135 Stratotanker,3
2009,aircraft,M-2000B Mirage,17
2009,aircraft,MS-880 Rallye,9
2009,aircraft,Mirage 2000-5,22
2009,aircraft,Mirage 2000B,0
2009,aircraft,Mirage 2000C,52
2009,aircraft,Mystere 20,0
2009,aircraft,N-262 Fregate,14
2009,aircraft,PC-6B Turbo Porter,5
2009,aircraft,Rafale F2B,27
2009,aircraft,Rafale F2C,8
2009,aircraft,Rafale M F1,10
2009,aircraft,Rafale M F2,16
2009,aircraft,Rafale M F3,0
2009,aircraft,TB-30 Epsilon,25
2009,aircraft,TBM-700,24
2009,aircraft,Transall C-160NG,15
2009,amphibious,Batral,4
2009,amphibious,Foudre,2
2009,amphibious,Mistral,2
2009,amphibious,NA,19
2009,anti-tank and anti-infrastructure,AT-4,0
2009,armoured fighting vehicles,AMX-10P/PC,609
2009,armoured fighting vehicles,AMX-10RC,335
2009,armoured fighting vehicles,AMX-30,237
2009,armoured fighting vehicles,ERC-90F4 Sagaie,187
2009,armoured fighting vehicles,Leclerc,400
2009,armoured fighting vehicles,VAB,3806
2009,armoured fighting vehicles,VAB BOA,61
2009,armoured fighting vehicles,VAB NBC,27
2009,armoured fighting vehicles,VBL M-11,1280
2009,artillery,76T2,0
2009,artillery,AU-F-1,74
2009,artillery,CAESAR,16
2009,artillery,MIM-23B,26
2009,artillery,MIM-23B I-HAWK,0
2009,artillery,MLRS,61
2009,artillery,RT-Fl,349
2009,artillery,TR-F-1,98
2009,helicopters,AS-332 Super Puma,7
2009,helicopters,AS-365 Dauphin 2,9
2009,helicopters,AS-532 Cougar (tpt/VIP),3
2009,helicopters,AS-532 Horizon,24
2009,helicopters,AS-555 Fennec,42
2009,helicopters,AS-665 Tiger,8
2009,helicopters,AS332 Super Puma,0
2009,helicopters,AS332C Super Puma,0
2009,helicopters,AS332L Super Puma,0
2009,helicopters,AS365 Dauphin 2,4
2009,helicopters,AS36SN/F/SP Dauphin 2,0
2009,helicopters,AS36SN3,0
2009,helicopters,AS532UL Cougar (tpt/VIP),0
2009,helicopters,AS555 Fennec,0
2009,helicopters,ASS6SSA Panther,0
2009,helicopters,EC22S Super Puma,0
2009,helicopters,EC725 Caracal,6
2009,helicopters,SA-321 Super Frelon,8
2009,helicopters,SA-330 Puma,135
2009,helicopters,SA-342M Gazelle,272
2009,helicopters,SA319B Alouette III,0
2009,helicopters,SA330B Puma,0
2009,logistics and support,Avel Aber,0
2009,logistics and support,Dupuy de Lome,1
2009,logistics and support,Durance,4
2009,logistics and support,Glycine,0
2009,logistics and support,Jules Verne,1
2009,logistics and support,Telenn Mor,0
2009,logistics and support,NA,37
2009,mine warfare,Antares,3
2009,mine warfare,Eridan,13
2009,mine warfare,Loire,1
2009,mine warfare,Vulcain,4
2009,patrol and coastal combatants,Albatros,1
2009,patrol and coastal combatants,Arago,1
2009,patrol and coastal combatants,Flamant,3
2009,patrol and coastal combatants,Grebe,1
2009,patrol and coastal combatants,L'Audacieuse,10
2009,patrol and coastal combatants,Leopard (TRG),8
2009,patrol and coastal combatants,Stene,1
2009,patrol and coastal combatants,Sterne,0
2009,principal surface combatants,Cassard,2
2009,principal surface combatants,Charles de Gaulle,1
2009,principal surface combatants,D'Estienne d'Orves,9
2009,principal surface combatants,Floreal,6
2009,principal surface combatants,Forbin,2
2009,principal surface combatants,Georges Leygues,7
2009,principal surface combatants,Jeanne d'Arc,1
2009,principal surface combatants,La Fayette,5
2009,principal surface combatants,Suffren,1
2009,principal surface combatants,Tourville,2
2009,radars,Cobra,10
2009,radars,Helios,0
2009,radars,Helios (1A/2A/2B),0
2009,radars,Helios-2A (Creil),1
2009,radars,Pleiades,0
2009,radars,RASIT/RATAC,64
2009,radars,STRIDA,0
2009,radars,Spirale,0
2009,radars,Syracuse-3,0
2009,submarines,L'Inflexible,1
2009,submarines,Le Triomphant,6
2009,submarines,Rubis,6
2009,surface-to-surface missile launchers,Crotale 3000,0
2009,surface-to-surface missile launchers,Crotale NG,0
2009,surface-to-surface missile launchers,Mistral,882
2009,surface-to-surface missile launchers,SAMP/T,0
2009,surface-to-surface missile launchers,SATCP,0
2009,surface-to-surface missile launchers,VAB Eryx,188
2009,surface-to-surface missile launchers,VAB HOT,99
2009,surface-to-surface missile launchers,VAB Milan,112
2009,unmanned aerial vehicles,CL289 (AN/USD502),35
2009,unmanned aerial vehicles,SDTI (Sperwer),15
2010,air-launched missiles,AASM,0
2010,air-launched missiles,AM-39 Exocet,0
2010,air-launched missiles,AS 30 Laser,0
2010,air-launched missiles,AS-30 Laser,0
2010,air-launched missiles,AS-30L,0
2010,air-launched missiles,ASMP,0
2010,air-launched missiles,ASMP-A,0
2010,air-launched missiles,Apache,0
2010,air-launched missiles,MICA,0
2010,air-launched missiles,Mica IR,0
2010,air-launched missiles,Mica RF,0
2010,air-launched missiles,R-550 Magic 2,0
2010,air-launched missiles,SCALP,0
2010,air-launched missiles,Super 530D,0
2010,aircraft,A310-300,0
2010,aircraft,A319,0
2010,aircraft,A330,0
2010,aircraft,A340-200,0
2010,aircraft,A400M Atlas,0
2010,aircraft,Alpha Jet,91
2010,aircraft,Atlantique 2,27
2010,aircraft,C-130H Hercules,5
2010,aircraft,C-130H-30 Hercules,9
2010,aircraft,C-135FR,11
2010,aircraft,C-160 Transall,42
2010,aircraft,C-160G Gabriel (ESM),2
2010,aircraft,C-160R Transall,0
2010,aircraft,CAP 10,18
2010,aircraft,CN-235M,20
2010,aircraft,CN-235M-100,0
2010,aircraft,CN-235M-300,0
2010,aircraft,DHC-6-300 Twin Otter,5
2010,aircraft,E-2C Hawkeye,3
2010,aircraft,E-3F Sentry,4
2010,aircraft,EMB-121 Xingu,11
2010,aircraft,EMB-121Xingu,0
2010,aircraft,EMB-312 Tucano,25
2010,aircraft,F1CR Mirage,39
2010,aircraft,Falcon 10MER,6
2010,aircraft,Falcon 200 Gardian,5
2010,aircraft,Falcon 2000,0
2010,aircraft,Falcon 20H Gardian,0
2010,aircraft,Falcon 50,0
2010,aircraft,Falcon 50M,4
2010,aircraft,Falcon 50MS,0
2010,aircraft,Falcon 7X,0
2010,aircraft,Falcon 900 (VIP),0
2010,aircraft,Grob G120A-F,18
2010,aircraft,KC-135 Stratotanker,3
2010,aircraft,MS-880 Rallye,9
2010,aircraft,Mirage 2000-5,22
2010,aircraft,Mirage 2000B,0
2010,aircraft,Mirage 2000C,52
2010,aircraft,N-262 Fregate,14
2010,aircraft,PC-6B Turbo Porter,5
2010,aircraft,Rafale F2B,24
2010,aircraft,Rafale F2C,7
2010,aircraft,Rafale F3B,12
2010,aircraft,Rafale F3C,8
2010,aircraft,Rafale M F1,9
2010,aircraft,Rafale M F2,2
2010,aircraft,Rafale M F3,13
2010,aircraft,TB-30 Epsilon,25
2010,aircraft,TBM-700,24
2010,aircraft,Transall C-160NG,15
2010,amphibious,Batral,4
2010,amphibious,Foudre,2
2010,amphibious,Mistral,2
2010,amphibious,NA,19
2010,armoured fighting vehicles,AMX-10P/PC,609
2010,armoured fighting vehicles,AMX-10RC,335
2010,armoured fighting vehicles,AMX-30,237
2010,armoured fighting vehicles,ERC-90F4 Sagaie,187
2010,armoured fighting vehicles,Leclerc,400
2010,armoured fighting vehicles,VAB,3806
2010,armoured fighting vehicles,VAB BOA,61
2010,armoured fighting vehicles,VAB NBC,27
2010,armoured fighting vehicles,VBCI,100
2010,armoured fighting vehicles,VBL M-11,1280
2010,artillery,76T2,0
2010,artillery,AU-F-1,74
2010,artillery,CAESAR,16
2010,artillery,MIM-23B I-HAWK,26
2010,artillery,MLRS,61
2010,artillery,RT-Fl,349
2010,artillery,TR-F-1,98
2010,helicopters,AS-332 Super Puma,7
2010,helicopters,AS-365 Dauphin 2,9
2010,helicopters,AS-532 Cougar (tpt/VIP),3
2010,helicopters,AS-555 Fennec,42
2010,helicopters,AS332 Super Puma,0
2010,helicopters,AS332C Super Puma,0
2010,helicopters,AS332L Super Puma,0
2010,helicopters,AS365 Dauphin 2,4
2010,helicopters,AS36SN/F/SP Dauphin 2,0
2010,helicopters,AS36SN3,0
2010,helicopters,AS532UL Cougar (tpt/VIP),0
2010,helicopters,AS555 Fennec,0
2010,helicopters,ASS32UL Cougar,21
2010,helicopters,ASS32UL Cougar Horizon,4
2010,helicopters,ASS6SSA Panther,0
2010,helicopters,EC22S Super Puma,0
2010,helicopters,EC665 Tiger,25
2010,helicopters,EC725 Caracal,6
2010,helicopters,EC72SAP Caracal (CSAR),8
2010,helicopters,SA-321 Super Frelon,8
2010,helicopters,SA-330 Puma,29
2010,helicopters,SA319B Alouette III,0
2010,helicopters,SA330 Puma,106
2010,helicopters,SA330B Puma,0
2010,helicopters,SA341F/342M Gazelle,272
2010,logistics and support,Avel Aber,0
2010,logistics and support,Dupuy de Lome,1
2010,logistics and support,Durance,4
2010,logistics and support,Glycine,0
2010,logistics and support,Telenn Mor,0
2010,logistics and support,NA,35
2010,mine warfare,Antares,3
2010,mine warfare,Eridan,13
2010,mine warfare,Loire,1
2010,mine warfare,Vulcain,4
2010,patrol and coastal combatants,Albatros,2
2010,patrol and coastal combatants,Arago,1
2010,patrol and coastal combatants,Flamant,6
2010,patrol and coastal combatants,Grebe,1
2010,patrol and coastal combatants,L'Audacieuse,10
2010,patrol and coastal combatants,Leopard (TRG),8
2010,patrol and coastal combatants,Stene,1
2010,patrol and coastal combatants,Sterne,1
2010,principal surface combatants,Cassard,2
2010,principal surface combatants,Charles de Gaulle,1
2010,principal surface combatants,D'Estienne d'Orves,9
2010,principal surface combatants,Floreal,6
2010,principal surface combatants,Forbin,2
2010,principal surface combatants,Georges Leygues,7
2010,principal surface combatants,Jeanne d'Arc,1
2010,principal surface combatants,La Fayette,5
2010,principal surface combatants,Tourville,2
2010,radars,Cobra,10
2010,radars,Helios,0
2010,radars,Helios (1A/2A/2B),0
2010,radars,Helios-2A (Creil),1
2010,radars,Pleiades,0
2010,radars,RASIT/RATAC,64
2010,radars,STRIDA,0
2010,radars,Spirale,0
2010,radars,Syracuse-3,0
2010,submarines,Le Triomphant,6
2010,submarines,Rubis,6
2010,surface-to-surface missile launchers,Crotale 3000,0
2010,surface-to-surface missile launchers,Crotale NG,0
2010,surface-to-surface missile launchers,Mistral,882
2010,surface-to-surface missile launchers,SAMP/T,0
2010,surface-to-surface missile launchers,SATCP,0
2010,surface-to-surface missile launchers,VAB Eryx,188
2010,surface-to-surface missile launchers,VAB HOT,99
2010,surface-to-surface missile launchers,VAB Milan,112
2010,unmanned aerial vehicles,CL289 (AN/USD502),35
2010,unmanned aerial vehicles,SDTI (Sperwer),15
2011,air-launched missiles,AASM,0
2011,air-launched missiles,AM-39 Exocet,0
2011,air-launched missiles,AS-30 Laser,0
2011,air-launched missiles,AS-30L,0
2011,air-launched missiles,ASMP-A,0
2011,air-launched missiles,Apache,0
2011,air-launched missiles,Mica IR,0
2011,air-launched missiles,Mica RF,0
2011,air-launched missiles,R-550 Magic 2,0
2011,air-launched missiles,Super 530D,0
2011,aircraft,A310-300,3
2011,aircraft,A319,2
2011,aircraft,A330,0
2011,aircraft,A340-200,2
2011,aircraft,A400M Atlas,0
2011,aircraft,Alpha Jet,91
2011,aircraft,C-130H Hercules,5
2011,aircraft,C-130H-30 Hercules,9
2011,aircraft,C-135FR,11
2011,aircraft,C-160 Transall,42
2011,aircraft,C-160G Gabriel (ESM),2
2011,aircraft,C-160R Transall,15
2011,aircraft,CAP 10,12
2011,aircraft,CN-235M,17
2011,aircraft,CN-235M-100,0
2011,aircraft,CN-235M-300,0
2011,aircraft,DHC-6-300 Twin Otter,4
2011,aircraft,E-2C Hawkeye,3
2011,aircraft,E-3F Sentry,1
2011,aircraft,EMB-121 Xingu,11
2011,aircraft,EMB-121Xingu,25
2011,aircraft,Falcon 10MER,6
2011,aircraft,Falcon 200 Gardian,5
2011,aircraft,Falcon 2000,0
2011,aircraft,Falcon 20H Gardian,0
2011,aircraft,Falcon 50,3
2011,aircraft,Falcon 50M,4
2011,aircraft,Falcon 50MS,0
2011,aircraft,Falcon 7X,2
2011,aircraft,Falcon 900 (VIP),2
2011,aircraft,Grob G120A-F,18
2011,aircraft,KC-135 Stratotanker,3
2011,aircraft,MS-880 Rallye,9
2011,aircraft,Mirage 2000-5,22
2011,aircraft,Mirage 2000B,12
2011,aircraft,Mirage 2000C,39
2011,aircraft,Mirage F-1CR,29
2011,aircraft,PC-6B Turbo Porter,5
2011,aircraft,TB-30 Epsilon,25
2011,aircraft,TBM-700,17
2011,amphibious,Batral,3
2011,amphibious,CDIC,2
2011,amphibious,CTMS,15
2011,amphibious,EDA-R,4
2011,amphibious,EDIC 700,2
2011,amphibious,Foudre,2
2011,amphibious,Mistral,2
2011,amphibious,NA,0
2011,armoured fighting vehicles,AMX-1-ECH,0
2011,armoured fighting vehicles,AMX-10P/PC,331
2011,armoured fighting vehicles,AMX-10RC,256
2011,armoured fighting vehicles,AMX-30D,0
2011,armoured fighting vehicles,ERC-90F4 Sagaie,160
2011,armoured fighting vehicles,Leclerc,254
2011,armoured fighting vehicles,Leclerc DNG,0
2011,armoured fighting vehicles,VAB,3500
2011,armoured fighting vehicles,VAB BOA,60
2011,armoured fighting vehicles,VAB NBC,26
2011,armoured fighting vehicles,VAB-EHC,0
2011,armoured fighting vehicles,VBCI,232
2011,armoured fighting vehicles,VBL M-11,1594
2011,armoured fighting vehicles,NA,506
2011,artillery,76T2,0
2011,artillery,AU-F-1,37
2011,artillery,CAESAR,77
2011,artillery,MIM-23B I-HAWK,15
2011,artillery,MLRS,26
2011,artillery,RT-Fl,192
2011,artillery,TR-F-1,43
2011,engineering and maintenance vehicles,AMX-30 B/B2,0
2011,engineering and maintenance vehicles,AMX-30 EBG,0
2011,engineering and maintenance vehicles,EFA,0
2011,engineering and maintenance vehicles,Minotaur,0
2011,engineering and maintenance vehicles,PTA,0
2011,engineering and maintenance vehicles,SPRAT,0
2011,helicopters,AS332 Super Puma,5
2011,helicopters,AS332C Super Puma,0
2011,helicopters,AS332L Super Puma,0
2011,helicopters,AS365 Dauphin 2,4
2011,helicopters,AS36SN/F/SP Dauphin 2,9
2011,helicopters,AS36SN3,0
2011,helicopters,AS532UL Cougar (tpt/VIP),3
2011,helicopters,AS555 Fennec,37
2011,helicopters,ASS32UL Cougar,23
2011,helicopters,ASS6SSA Panther,16
2011,helicopters,EC22S Super Puma,2
2011,helicopters,EC665 Tiger,30
2011,helicopters,EC725 Caracal,6
